start,end,text,speaker
00:01:29.656,00:01:30.417,"Can you hear me, sir?",SPEAKER_01
00:01:32.359,00:01:33.221,Can you hear me?,SPEAKER_01
00:01:33.240,00:01:33.662,Unresponsive.,SPEAKER_01
00:01:33.682,00:01:34.563,Let's get to the vitals here.,SPEAKER_01
00:01:34.582,00:01:36.064,I'm going to start checking for any injuries.,SPEAKER_01
00:01:38.688,00:01:40.751,"My pen light, shiny eyes.",SPEAKER_01
00:01:41.031,00:01:41.894,Pupils react to light?,SPEAKER_01
00:01:42.274,00:01:44.757,Pupils are reactive to light.,SPEAKER_00
00:01:44.778,00:01:48.302,"Checking for any decapital loss in the head, eye injuries, mouth, nose.",SPEAKER_01
00:01:48.362,00:01:49.564,Negative.,SPEAKER_01
00:01:49.584,00:01:50.807,"JVD, tracheal deviation.",SPEAKER_01
00:01:50.986,00:01:51.346,Negative.,SPEAKER_00
00:01:51.947,00:01:53.129,Any clavicle injuries?,SPEAKER_01
00:01:53.734,00:01:54.195,Negative.,SPEAKER_01
00:01:54.215,00:01:55.998,I'm going to also take the lung sounds here.,SPEAKER_01
00:01:56.039,00:02:06.495,"Okay, no lung sounds on the right.",SPEAKER_01
00:02:06.796,00:02:07.316,That's correct.,SPEAKER_01
00:02:07.498,00:02:08.479,I'm going to confirm that.,SPEAKER_01
00:02:08.538,00:02:10.141,I only have the chest wires on the left.,SPEAKER_01
00:02:11.264,00:02:12.085,"That's correct, yep.",SPEAKER_01
00:02:12.104,00:02:14.108,"Okay, so we have a possible tension pneumo.",SPEAKER_01
00:02:14.127,00:02:18.635,"I'm going to stop right there and we're going to actually, I'm going to grab you the needle out of the bag there.",SPEAKER_01
00:02:18.656,00:02:19.978,We're going to needle the chest here.,SPEAKER_01
00:02:20.110,00:02:26.998,"I'm going to do a second intercostal space, mid-tellicular, just above the rib.",SPEAKER_01
00:02:27.218,00:02:34.688,I'm actually going to need a little chest because that's expensive.,SPEAKER_01
00:02:34.709,00:02:35.629,"Okay, need a little chest.",SPEAKER_01
00:02:36.371,00:02:38.294,Do I hear any type of... You do.,SPEAKER_01
00:02:39.556,00:02:42.900,"Okay, so I'm going to reconfer and I do have chest rise on the right side now.",SPEAKER_01
00:02:42.919,00:02:43.341,You do.,SPEAKER_00
00:02:43.640,00:02:45.342,Abdominal area.,SPEAKER_01
00:02:45.443,00:02:46.724,Abdomen's soft.,SPEAKER_00
00:02:47.686,00:02:47.786,Okay.,SPEAKER_01
00:02:47.806,00:02:48.227,Pelvis.,SPEAKER_01
00:02:48.493,00:02:49.395,Some instability.,SPEAKER_00
00:02:49.575,00:02:51.098,"Okay, so notice I'm going to stop there.",SPEAKER_01
00:02:51.299,00:02:53.181,I'm going to put a pelvic binder on my partner and my arm.,SPEAKER_01
00:03:04.581,00:03:07.888,"Okay, see you partner.",SPEAKER_01
00:03:11.193,00:03:12.695,The woman first when we were levitating.,SPEAKER_01
00:03:21.687,00:03:23.468,A little higher.,SPEAKER_01
00:03:23.489,00:03:31.897,"Perfect, okay.",SPEAKER_01
00:03:31.918,00:03:32.497,"Okay, hold down.",SPEAKER_01
00:03:32.557,00:03:33.618,"Okay, pelvic stabilized.",SPEAKER_01
00:03:34.759,00:03:35.921,Now down on the left leg here.,SPEAKER_01
00:03:36.002,00:03:37.824,Checking for any injuries.,SPEAKER_01
00:03:37.843,00:03:38.223,Negative.,SPEAKER_00
00:03:38.524,00:03:39.004,Pulses?,SPEAKER_01
00:03:39.465,00:03:40.385,Pulses are intact.,SPEAKER_01
00:03:40.406,00:03:40.506,Okay.,SPEAKER_01
00:03:40.907,00:03:41.888,Circuitry with your toes?,SPEAKER_01
00:03:41.967,00:03:42.268,No response.,SPEAKER_01
00:03:42.288,00:03:43.389,No response.,SPEAKER_01
00:03:43.408,00:03:44.730,"Okay, down on the other leg here.",SPEAKER_01
00:03:44.770,00:03:45.572,Negative.,SPEAKER_00
00:03:45.972,00:03:46.072,Okay.,SPEAKER_00
00:03:46.612,00:03:47.753,Start blood pressure.,SPEAKER_01
00:03:48.615,00:03:49.635,Don't prep pulse.,SPEAKER_01
00:03:49.656,00:03:50.676,Pulse is intact.,SPEAKER_00
00:03:50.697,00:03:50.817,Okay.,SPEAKER_01
00:03:51.437,00:03:53.280,"Left arm, same pulse.",SPEAKER_00
00:03:53.781,00:03:55.823,Pulse is intact.,SPEAKER_00
00:03:55.902,00:03:56.743,No response.,SPEAKER_00
00:03:58.485,00:04:00.087,Right arm pulses.,SPEAKER_00
00:04:00.108,00:04:00.769,Pulse is intact.,SPEAKER_00
00:04:01.370,00:04:04.133,Blood pressure is 90 over 40.,SPEAKER_00
00:04:04.834,00:04:05.615,Heart rate is 125.,SPEAKER_00
00:04:05.794,00:04:15.545,"Alright, the syringes we have are the right pneumo which has been something.",SPEAKER_01
00:04:16.127,00:04:17.608,It's been fixed.,SPEAKER_01
00:04:18.028,00:04:19.891,We'll keep an eye on the right side in case it reinflates.,SPEAKER_01
00:04:20.031,00:04:21.072,Pelvis is stabilized.,SPEAKER_01
00:04:21.357,00:04:26.035,Let's go ahead and get him on a longboard and we'll get out of here.,SPEAKER_01
